TEAM,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,YEAR,WR
Northwestern St.,50.2,55.1,19.5,18.6,27.3,38.6,35.2,36.1,2016,0.208
Sam Houston St.,49.3,51.9,16.9,18.7,28.8,23.7,36.6,44.8,2016,0.500
Southeastern Louisiana,51.1,52.1,21.5,19.1,29.4,33.6,37,41.9,2016,0.323
Texas A&M Corpus Chris,49.2,48.9,17.7,22.5,30.9,33.2,37.7,44.5,2016,0.742
Abilene Christian,52.5,52.8,21,21.4,23,31.7,34.7,44.3,2017,0.520
Central Arkansas,49.8,55.1,19.1,15.7,28.8,31.7,35.9,32,2017,0.250
Houston Baptist,49.1,53.2,19.3,18.5,35.7,28.6,37.8,38.7,2017,0.630
Incarnate Word,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,2017,0.480
Lamar,51,51.9,19.5,21,31.2,29.4,40.3,42.2,2017,0.633
McNeese St.,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,2017,0.269
Nicholls St.,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,2017,0.519
Northwestern St.,50.1,53.9,20.8,19.2,29.6,32.4,41,39.4,2017,0.520
Sam Houston St.,47.1,50,19.3,22.2,31.6,27.4,36.3,48.2,2017,0.700
Southeastern Louisiana,50.2,49,22.8,21.6,35,30.8,37,39.6,2017,0.533
Stephen F. Austin,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,2017,0.600
Texas A&M Corpus Chris,51.3,51.6,18.8,23,29.3,31.1,37.1,41.2,2017,0.727
Abilene Christian,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,2018,0.571
Central Arkansas,51.7,50.9,18.3,19,27.2,33.1,36.1,37.9,2018,0.529
Houston Baptist,46,56.1,18.8,18.8,34,31.2,35.5,38.6,2018,0.214
Incarnate Word,47.6,52.5,23.2,17.7,26.9,35.4,41.1,33.8,2018,0.292
Lamar,48.5,51.7,17.9,21.9,31.7,27.8,36.3,38.3,2018,0.655
McNeese St.,48.8,49.8,19,15.2,29.3,33.3,32.7,31.5,2018,0.480
New Orleans,48.8,53.2,21.9,22.3,32.6,30.9,41.5,38.3,2018,0.533
Nicholls St.,51.9,50.2,20.4,21.1,30.5,30.6,37.3,45.2,2018,0.750
Northwestern St.,44.3,54.1,24.7,19.1,32.4,34.5,33.2,40.1,2018,0.160
Sam Houston St.,48.2,51.8,18.8,20.1,32.5,27.4,34,37.6,2018,0.656
Southeastern Louisiana,51.2,49.6,19.6,20.3,29.5,33.6,35.3,29,2018,0.710
Texas A&M Corpus Chris,48.1,52.3,23,21.2,28.8,29.3,37,46.1,2018,0.423
Central Arkansas,49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,2019,0.467
Houston Baptist,49.6,55.7,19.5,20.2,33.8,29.6,42.4,35.7,2019,0.429
Incarnate Word,51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,2019,0.222
Lamar,49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,2019,0.690
McNeese St.,49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,2019,0.333
New Orleans,48,50,21.8,22.5,32.8,34.2,36,40.4,2019,0.655
Nicholls St.,50.1,51,17.2,18.1,23.5,33.6,21.9,36,2019,0.519
Northwestern St.,44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,2019,0.393
Sam Houston St.,51.8,51.2,18.3,21.2,29.7,28.6,26,43.3,2019,0.700
Southeastern Louisiana,50.4,50.2,24.1,20.9,32.5,28.2,37.2,39.3,2019,0.548
Stephen F. Austin,48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,2019,0.538
Texas A&M Corpus Chris,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,2019,0.500
Denver,56.2,52.9,19.1,20.4,19.3,29.6,31.2,51.2,2015,0.400
IPFW,53.3,51.3,18.7,16,25.1,26.6,41.1,27.7,2015,0.464
IUPUI,46.5,51.3,23.6,20.9,31.1,28.3,32.8,41.8,2015,0.323
Nebraska Omaha,49.3,53.3,18.3,20.3,30.5,28.9,42.6,38.9,2015,0.393
Oral Roberts,48.1,51,17.6,18.6,29.5,31.3,44.5,37.8,2015,0.531
South Dakota,47.1,51,16.7,17.5,31,27,33.7,35.6,2015,0.484
South Dakota St.,51.9,47.2,16.9,18.1,28.8,28.2,40.4,41.2,2015,0.667
Western Illinois,45.3,50.7,18.3,16.7,20,28.9,30.3,37.1,2015,0.231
Denver,55.7,52,20.8,22.7,20,31,36.6,43.3,2016,0.516
IPFW,54,52.9,17.3,15.7,28.1,26.5,33.4,30,2016,0.688
IUPUI,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,2016,0.387
Nebraska Omaha,51.9,53.1,16.6,20.3,28.1,31.6,42.6,38.5,2016,0.533
North Dakota St.,49.9,47.7,16.2,16.9,25.6,26.2,33.9,31.8,2016,0.581
Oral Roberts,50.5,52.1,17.3,15.9,28.1,30,36.6,33,2016,0.414
South Dakota,51.7,54.2,16.4,19,25,30.2,30.1,40.9,2016,0.400
Western Illinois,49.3,50.1,18.2,15.2,25.5,27,32,42.4,2016,0.292
Denver,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,2017,0.533
Fort Wayne,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,2017,0.667
IUPUI,51.6,54.4,16.8,19,29.6,29.4,33.2,43.3,2017,0.467
Nebraska Omaha,52.3,54,18.3,19.3,28.9,31.3,40.6,33.7,2017,0.581
North Dakota St.,52.2,50.4,16.9,17.2,25,28,39.7,31.3,2017,0.679
Oral Roberts,49.6,54.7,16.7,16.1,25,29.4,30.6,32,2017,0.286
South Dakota,49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,2017,0.688
Western Illinois,50.4,51.2,18.4,13.8,18.9,25.4,29,40.7,2017,0.308
Denver,52.4,51.3,21.8,15.7,30.6,24.9,32.8,37,2018,0.536
Fort Wayne,52.9,53.8,15.7,19.9,25.6,26.6,31.6,29.7,2018,0.621
Nebraska Omaha,51.3,55.8,18,15.7,24.9,30.7,27.3,28.2,2018,0.310
North Dakota St.,53.7,49.6,18.4,14.4,23,25.2,30.4,33.5,2018,0.517
Oral Roberts,48.9,54.2,19,15.3,35,30.9,24.3,31.2,2018,0.393
South Dakota,52.1,48.4,15.7,19.9,29.4,27.1,35.7,29.7,2018,0.839
Western Illinois,49.9,51.2,18.6,14.5,18,27.2,28.3,29.3,2018,0.500
Denver,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,2019,0.276
Fort Wayne,55.8,54,16.8,17.1,23.1,28.6,26.9,25,2019,0.600
Nebraska Omaha,54.4,55,13.5,16.8,24.8,25.6,24.1,27.1,2019,0.677
Oral Roberts,52.2,54.1,20.4,14.5,29.8,27.1,26.1,32.7,2019,0.367
South Dakota,50.1,51.7,16.1,17.4,21.5,25.6,35.9,35.2,2019,0.464
South Dakota St.,58.5,50.2,16.3,15.6,23.9,22.7,31.9,23.7,2019,0.750
Western Illinois,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,2019,0.345
Alabama A&M,44.7,50.5,21.9,18.3,35.2,36.4,41.6,41.3,2015,0.286
Alabama St.,48.2,46.9,19.7,19.2,36,29.2,34.6,35.6,2015,0.630
Alcorn St.,43.1,52.8,17.2,18.6,30.2,35.9,37.5,39.9,2015,0.167
Arkansas Pine Bluff,46.3,51.2,23.5,24.9,30.5,39.5,35.6,48.8,2015,0.375
Grambling St.,39.4,52.2,26.1,16.9,28.9,36.4,39.6,38.7,2015,0.000
Jackson St.,42.9,48.6,21.9,22.7,37.7,28.1,32.9,54.1,2015,0.344
Mississippi Valley St.,42.7,54.5,20.9,20.8,30.1,39.7,33,36.7,2015,0.188
Prairie View A&M,47.5,48.4,20.7,24.3,32.1,40.1,30.9,51.2,2015,0.438
Southern,45.1,44,20.1,20.6,32.1,34.7,40.5,45.6,2015,0.469
Alabama A&M,46.6,50.5,17.6,17,31.6,31.7,38.4,39.5,2016,0.357
Alabama St.,45.8,51.2,17.2,18.3,31.4,30,31.7,45,2016,0.414
Alcorn St.,45.6,51,21.1,17.3,34.8,31.9,38.4,39.7,2016,0.464
Arkansas Pine Bluff,45,49.2,23.8,20.2,27.7,37.4,30.1,53.7,2016,0.242
Grambling St.,43.8,50.8,21.7,20,24.9,32.5,44.2,41.4,2016,0.143
Jackson St.,45.7,45.5,17.8,20.7,32.3,28.4,30.4,48.1,2016,0.529
Mississippi Valley St.,43,51,18.5,19.4,27.1,34.6,31.3,35.2,2016,0.229
Prairie View A&M,41.8,50.7,21.8,23.4,30.7,36.3,36.4,47.4,2016,0.226
Texas Southern,51.8,49.2,19.3,15.8,35.3,28.4,41.5,24.6,2016,0.545
Alabama A&M,44.3,53.7,19.8,14,29.3,36.2,39.5,33.7,2017,0.069
Alabama St.,44.3,50.3,22,18,34.5,31.8,34.6,42.6,2017,0.267
Alcorn St.,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,2017,0.621
Arkansas Pine Bluff,46,52.2,25.9,23.5,29.9,35.4,32.8,58.5,2017,0.200
Grambling St.,46.8,55.5,20.2,24.3,32,35,38.1,42.2,2017,0.500
Jackson St.,44.2,49.6,18.5,19.8,34,28.7,33.7,48.4,2017,0.483
Mississippi Valley St.,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,2017,0.219
Prairie View A&M,48.6,52.9,18.8,21.7,24.7,35,35.4,49.5,2017,0.419
Southern,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,2017,0.500
Alabama A&M,45,54,24.2,16.6,30,32.5,31.4,29.8,2018,0.097
Alabama St.,46.5,51.9,19.9,18.3,31.9,34.7,35.2,46.6,2018,0.258
Alcorn St.,48.3,52.1,20.8,17.9,27.1,33.1,33.7,40.1,2018,0.393
Arkansas Pine Bluff,49.6,49.2,20.6,22.7,23.4,37.8,36.6,44.7,2018,0.400
Grambling St.,45.6,49.1,21,20.2,32,30.5,40.7,42.9,2018,0.567
Jackson St.,43,51.8,17.3,21.4,30.7,31.7,24.9,46.6,2018,0.400
Mississippi Valley St.,42.6,54.9,19.1,19.6,30.4,31.1,29.1,39.2,2018,0.125
Prairie View A&M,48.9,52.7,18.5,22.5,31.3,32.8,39.2,47.9,2018,0.485
Southern,44.3,48.8,19.3,17.4,32.9,30.1,41.5,37.6,2018,0.484
Alabama A&M,45.8,53.7,22.3,21,28,32.1,25.1,38.8,2019,0.156
Alabama St.,46.1,53,21,21.2,31.6,32.4,37.4,36.9,2019,0.414
Alcorn St.,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,2019,0.370
Arkansas Pine Bluff,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45,2019,0.419
Grambling St.,50,45.1,22.1,18,25.8,29.4,43,42.3,2019,0.548
Jackson St.,44.6,49.2,20.4,20.7,28.7,27,34.3,44,2019,0.433
Mississippi Valley St.,41.9,54.1,18.5,17.5,28.4,31.7,33.7,32,2019,0.194
Southern,48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,2019,0.226
Texas Southern,50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,2019,0.667
Cal St. Bakersfield,46,48.3,20.1,19,33.4,26.9,37.7,48.7,2015,0.367
Chicago St.,42.3,52.8,23.5,22.3,33.6,33.3,27.1,53.9,2015,0.172
Grand Canyon,50.4,49.6,17.1,16.3,26.8,33.9,40.1,36.1,2015,0.500
Seattle,50.8,47,22,17.3,30.9,28.5,36.4,33.5,2015,0.500
UMKC,46.1,51.6,20,23.6,31.7,36.5,40.3,39.8,2015,0.387
UT Rio Grande Valley,44.7,50.5,20.9,19,30.4,36.6,38.6,35.4,2015,0.250
Utah Valley,44.5,49.9,20.3,17.8,28.5,30.4,33.3,37,2015,0.321
Chicago St.,42.6,54.5,20.4,19,29.5,33.4,28.1,43.6,2016,0.034
Grand Canyon,49.8,48.1,16.9,19.1,32,27.3,41.5,35.1,2016,0.781
New Mexico St.,50.2,44.8,20.2,16.2,36,25.1,36.9,28.4,2016,0.656
Seattle,47.5,49.1,23.1,18.9,32.5,31.3,36,34.9,2016,0.433
UMKC,48.8,50.3,19.4,17.2,32.7,31.2,35.3,44.1,2016,0.321
UT Rio Grande Valley,47.2,52.1,17.7,14.4,23,35.7,29.6,31.1,2016,0.185
Utah Valley,48.6,49.9,17.4,16.6,22.9,31,34.5,37.7,2016,0.333
Cal St. Bakersfield,48.3,43.6,20.8,22.8,32.6,30.6,38,47.1,2017,0.781
Chicago St.,42.4,55,19.6,18.3,26.1,31.1,27.8,35.5,2017,0.207
Grand Canyon,48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,2017,0.759
Seattle,50.5,47.6,20.6,19,20.6,31.1,36.2,35.1,2017,0.481
UMKC,50.6,52.6,19.7,20,27.1,32.2,38.4,41.7,2017,0.563
UT Rio Grande Valley,48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,2017,0.345
Utah Valley,50.9,47.7,20.4,17.4,23.8,24.7,37.3,35.2,2017,0.548
Cal St. Bakersfield,46.5,50.5,20.7,19.2,30.7,28.7,34.7,44.7,2018,0.444
Chicago St.,44.6,59.1,20.9,18.2,25.5,34.6,31.6,41.2,2018,0.100
Grand Canyon,48.5,44.3,18.8,21.5,31.7,28.3,39.1,39.2,2018,0.667
Seattle,51,47.2,19.6,15.5,29.7,27.9,34.5,41,2018,0.645
UMKC,47.8,52.5,18.2,20,21.3,33.5,34.4,42.5,2018,0.345
UT Rio Grande Valley,44.8,51.5,17.8,20.4,28.2,30.3,41.2,45.5,2018,0.484
Utah Valley,54.2,48.1,19.8,17.5,30.9,27.5,39.1,28.5,2018,0.742
Cal Baptist,51.2,48.8,18,15.1,28.8,28.9,32.4,39.6,2019,0.593
Cal St. Bakersfield,46.6,51.3,19,20.1,37.9,29.6,29.2,52.5,2019,0.581
Chicago St.,44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,2019,0.100
Grand Canyon,51.4,49.9,17.3,19.3,29,25.7,33.7,29.7,2019,0.606
Seattle,49.1,46.7,17.5,15.8,29.3,26.5,34.3,38.5,2019,0.581
UMKC,49.8,53.6,17.2,20.9,23.5,32.3,32.4,36.7,2019,0.355
UT Rio Grande Valley,46.3,50.4,18,24.3,26.5,32.6,42.7,43.5,2019,0.571
Utah Valley,55.6,49.1,20.2,16.5,28,26.6,40.3,29.3,2019,0.758
Loyola Marymount,46.3,53.7,21.5,18,33.5,34.1,36.2,35.5,2015,0.233
Pacific,46.8,51.9,19.8,16.2,34.6,31.3,39.4,43.1,2015,0.321
Pepperdine,46.9,45.6,19.3,19.1,28.7,32.8,37,33.8,2015,0.548
Portland,50,49.7,18.3,17.2,35,30.7,36.1,35.9,2015,0.484
Saint Mary's,52.4,48,18.8,15.4,33.2,24.7,34.1,33.2,2015,0.667
San Diego,48,47.9,18.4,21.3,30,31.6,38.4,42,2015,0.467
San Francisco,50.7,49.2,17.9,18.9,30.5,30.8,41,38.7,2015,0.419
Santa Clara,48.2,51.7,17.1,19.1,28.1,34.1,31.1,43.2,2015,0.400
BYU,52.9,48.3,15.8,17.8,31.2,25.2,35.3,31.9,2016,0.694
Loyola Marymount,47.5,53.5,16.2,20.2,28.9,31.7,28.4,42.7,2016,0.433
Pacific,49,50.1,19.8,16.5,28.5,29.6,38.4,49.3,2016,0.231
Pepperdine,49,49.8,16,16.1,30.3,29.8,41.1,31.4,2016,0.548
Portland,49.9,52.4,16.8,18.4,30.7,34.2,31.4,41.4,2016,0.355
Saint Mary's,58.4,46.2,15.4,15.5,29.8,26.7,29,24.1,2016,0.824
San Diego,45.2,50,20.6,17.4,26,28.8,33.9,42.1,2016,0.276
San Francisco,50,51.7,17.8,16,33.4,30.2,39.1,35.8,2016,0.483
Santa Clara,47.9,50.8,16.9,16.7,24.4,30,33.8,36.8,2016,0.333
BYU,51.2,47.9,18.2,16.2,29.1,24.8,42.3,31.1,2017,0.647
Loyola Marymount,50.3,52.2,19,21.5,30,30,30.9,43.3,2017,0.517
Pacific,44.6,52.5,17,16.5,29.3,24.1,34.6,40.9,2017,0.344
Pepperdine,49.4,56.8,18,15.7,26.1,29.2,29.5,28.9,2017,0.300
Portland,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,2017,0.355
San Diego,48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,2017,0.433
San Francisco,52.3,47.8,18.3,19.4,26.5,27.1,27.2,33.9,2017,0.625
Santa Clara,52.4,51.8,15.9,19,18.3,24.5,24,35.2,2017,0.531
BYU,54.1,51.3,16.8,18.5,22.5,22.8,37.6,28.4,2018,0.686
Loyola Marymount,49.3,57.5,19.2,19.8,34.6,31.2,32.5,42.8,2018,0.367
Pacific,48.5,53,17.2,18.3,30.3,27.3,40.5,35.2,2018,0.452
Pepperdine,49.5,57,17.2,15.5,28.5,26.4,35.2,33.5,2018,0.194
Portland,50.6,52.4,18.1,15.8,19.2,31.4,34.6,33.5,2018,0.345
Saint Mary's,58.7,49.2,15.4,15.1,28.9,22.8,30.4,24.8,2018,0.833
San Diego,53.1,46.3,19.6,17.8,22.4,26.4,39.3,41.9,2018,0.606
San Francisco,49.4,48.9,17.4,17,28,25.7,29.3,36.9,2018,0.579
Santa Clara,48.6,56.6,17.2,18.9,23.7,27.1,30.2,32.4,2018,0.379
BYU,52.8,50.7,15.3,17.6,23.7,27,40,35.4,2019,0.594
Loyola Marymount,49.5,49.6,19.3,21.6,29.4,27.2,36.7,36.2,2019,0.688
Pacific,47.7,54.2,19.6,19.2,26.8,23.1,40.5,42.2,2019,0.467
Pepperdine,52,53.9,18,20.9,24.9,29.5,35.7,35.7,2019,0.485
Portland,47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,2019,0.233
San Diego,52.4,49.6,18.8,17.5,24.1,22,32.4,37.3,2019,0.600
San Francisco,53.5,48.9,15.1,17.2,28.9,25,30.9,30.6,2019,0.700
Santa Clara,51.6,49.1,20.5,16.3,24.1,28.3,33.9,35.2,2019,0.533
Abilene Christian,47.2,56.4,22.3,18,24.9,33.8,42.3,48.3,2014,0.095
Air Force,49.5,50.9,20.5,17.8,26.4,30.2,37.1,43.9,2014,0.357
Akron,50.3,47.9,19.8,19.5,34.8,32.4,40.4,36.1,2014,0.618
Alabama,49.4,47,18.3,19.3,30,34.5,44,41.3,2014,0.387
Alabama A&M,46.3,45.2,19.8,20.2,27.6,34.2,41.5,54.6,2014,0.429
Alabama St.,45.5,49.7,17.6,21.4,33.3,34.7,40.7,40,2014,0.552
Alcorn St.,45.2,49.5,17.8,19.1,28.6,34.5,41.4,41.4,2014,0.321
Appalachian St.,44.2,52.7,18.7,18.9,33.4,31.3,41.1,43.1,2014,0.192
Arkansas,50.1,46.2,15.7,23.2,31.8,36.6,40.2,43,2014,0.647
Arkansas Little Rock,46,49.9,19,18.3,31.3,30.4,41.5,50.2,2014,0.433
Arkansas Pine Bluff,47,54,22.3,23.9,29.2,33.4,41.1,50.7,2014,0.379
Arkansas St.,52.3,48.4,17.7,18.2,26.9,31.5,42.4,36.1,2014,0.567
Army,51.1,52.4,18.9,19.9,32,33.5,32.6,35.3,2014,0.467
Auburn,48.9,49.8,17.9,18.8,31.7,33.1,44.1,48.7,2014,0.467
Austin Peay,52.6,53.3,21.4,19.9,29.6,35.1,49.3,34.9,2014,0.357
Ball St.,46.6,51.5,25,16.3,34,30.4,42.6,45.4,2014,0.107
Belmont,57.6,52,18.6,20.5,28.2,33.3,41.2,42.9,2014,0.714
Bethune Cookman,45.7,51.7,19.7,19.7,31.8,38.7,34.1,53.4,2014,0.167
Binghamton,43.9,52.8,21.5,19.8,29.1,32.4,44.2,40.8,2014,0.233
Boise St.,51.2,51.3,15,17,32.1,26.4,36.6,42.3,2014,0.581
Boston College,52.1,52.1,17.4,15,27.1,35.1,44.5,41.5,2014,0.226
Boston University,52.3,49.8,17.6,20.4,28.1,29.8,29.9,31.5,2014,0.686
Bowling Green,45.5,47.3,22.1,20.5,30.4,31.2,36.3,38.5,2014,0.355
Bradley,46.4,50,18.7,20.2,32.3,31.1,36.5,43.4,2014,0.375
Brown,48.2,44.6,18.7,16.7,30.5,27.8,35.6,37.3,2014,0.500
Bryant,52.5,50,18.1,18,29,34,37.1,32.8,2014,0.548
Bucknell,48.9,47.9,16.8,14.4,29,24.4,31.7,31.8,2014,0.533
Buffalo,50.2,47.1,18.5,19.2,35.1,31.4,41.8,36.3,2014,0.643
Butler,47.3,50.1,15.3,17.7,30.4,28.5,37.7,31.4,2014,0.433
Cal St. Bakersfield,49.5,49,21,19,34.3,31.5,38.7,52.5,2014,0.387
Cal St. Fullerton,48.1,50.7,17.8,17,29.1,29.1,38.1,45.9,2014,0.355
Cal St. Northridge,48.9,52.1,18.2,17.3,33,31.2,48.8,41.9,2014,0.455
California,50.7,46.9,15.1,15,29.5,29.8,35.6,33.7,2014,0.600
Campbell,51.3,52,20.3,16,31,36.2,27.4,37,2014,0.321
Canisius,52.7,50.9,16.5,19.6,31.8,36.3,38,35.3,2014,0.636
Central Arkansas,49.3,52,20.3,19.2,28,37.8,38.2,49,2014,0.222
Central Connecticut,48.1,50.9,19.9,18.2,28.8,36.4,29.6,34.2,2014,0.345
Central Michigan,49.3,57,16.5,19.5,29,32.1,37.1,39.7,2014,0.276
Charleston Southern,51.3,51.9,16.1,16.9,29.9,29.6,34.8,38.3,2014,0.333
Charlotte,49.7,49.2,21,17.4,33.8,29.7,39.5,36.1,2014,0.548
Chattanooga,47.4,51.5,18.9,17.9,34.1,32.4,44.6,36.1,2014,0.500
Chicago St.,46.8,52.5,17.1,22.1,27,37,33.8,53.6,2014,0.367
Clemson,47.4,43.9,18.2,17.3,33.8,32.5,36.1,28.6,2014,0.639
Cleveland St.,52.7,47.8,19.3,19.3,31.9,31.5,37.5,44.3,2014,0.613
Colgate,56.4,50.6,18.1,16.2,23.6,28.6,28.1,34.8,2014,0.400
College of Charleston,47.3,45.5,20.3,15.1,34.8,27.9,34.4,43.1,2014,0.419
Colorado St.,46.2,51.5,14.1,16.8,34.7,27.7,47.6,37.4,2014,0.467
Columbia,52.5,47.5,19.2,16.8,26.5,25.3,44,41.2,2014,0.606
Coppin St.,45.3,53.1,17.2,19.3,30.2,36.8,40.2,35.8,2014,0.355
Cornell,46.7,56.8,18.2,15.5,28.1,32.7,28.2,47,2014,0.037
Dartmouth,49.2,51.8,18.8,19.6,31.6,27.2,36.3,49.9,2014,0.385
Davidson,54.7,51.7,16.6,17.7,29.1,28.6,38.4,45.5,2014,0.594
Delaware St.,46.3,49.5,19.5,18.1,29,35.7,38.7,41.1,2014,0.250
Denver,54.3,52.6,16.6,21,24.8,33.4,34.7,49.2,2014,0.500
DePaul,47.6,53.9,19.7,19.1,33.8,32,42,46.7,2014,0.364
Detroit,45.8,50.1,18.5,19.5,32.6,30.5,38.5,50.3,2014,0.367
Drake,52.1,51.2,18.8,16.9,26.8,27.1,38.2,38.6,2014,0.467
Drexel,46.6,47.2,12.9,17.1,28.9,29.7,39.2,46.6,2014,0.533
Duquesne,50.6,53.3,16.2,17.6,29.9,28.9,42.2,33.6,2014,0.433
East Carolina,51.3,51.9,18.3,18.1,29.3,35.4,41.6,31.9,2014,0.433
East Tennessee St.,49.3,50.7,16.3,19.6,27.4,32.2,42.8,42,2014,0.529
Eastern Illinois,48.7,53.6,20.1,17.8,30.6,30.7,41.8,45.7,2014,0.333
Eastern Michigan,44.2,43.8,17.9,22.6,30.4,37.1,43,40.2,2014,0.559
Eastern Washington,51.9,50.4,17.5,14.8,29.9,30.2,40.4,41.9,2014,0.448
Elon,52.3,49,17.6,16.8,26.9,31.8,35.8,40.6,2014,0.552
Evansville,49.8,51.1,19.2,18.1,26.5,32.3,49.1,37.7,2014,0.387
Fairfield,46,47.1,21.8,16.6,30.5,29.1,34.6,58.6,2014,0.219
Fairleigh Dickinson,47.7,51.2,17.6,18.4,30.3,38.1,35.7,47.8,2014,0.310
FIU,48.5,49.4,20.4,18.2,33.2,33.7,42.9,37.5,2014,0.464
Florida A&M,44.4,47.8,20.4,20.6,35.6,35.8,33.9,56.3,2014,0.400
Florida Atlantic,47.7,47.7,19.5,16.7,33.3,34,36.2,41.4,2014,0.267
Florida Gulf Coast,51.1,47.7,19.2,18.6,30,28.6,36,35.4,2014,0.606
Florida St.,51.7,45.4,21.3,18.9,34.5,35.7,45.6,36.2,2014,0.611
Fordham,45,52.5,16.4,18,35.4,35.6,33.4,42.3,2014,0.323
Fresno St.,49.9,48.8,14.7,16.6,24,31.6,40.6,42,2014,0.514
Furman,48.8,52.5,20.9,16.1,26.5,34.9,40.6,29.9,2014,0.259
Gardner Webb,47.6,50.8,17.9,20,33.2,31.5,41.2,38.7,2014,0.500
George Mason,48.4,50.1,19.8,17.8,31.7,29.9,40.1,47.3,2014,0.355
Georgetown,51.1,47.9,17.9,18.2,31.9,32.1,44.8,52.4,2014,0.545
Georgia,48.9,45.9,20,16,35.3,29.8,54.1,43.4,2014,0.588
Georgia Southern,48.8,51.8,17.9,18.1,30.3,30.3,36.9,32.8,2014,0.387
Georgia St.,53.1,49.6,11.9,20.1,24.9,34.1,38.8,36,2014,0.719
Georgia Tech,47.8,47.4,18.4,15.4,32.7,28.5,34.4,37.9,2014,0.485
Grambling St.,46.5,57.4,21.9,18.3,30.6,36.1,40.5,40.5,2014,0.148
Grand Canyon,49.2,49.8,18.9,14.5,27.4,29.2,52.1,40,2014,0.444
Green Bay,50.9,46,18.7,19.9,34,32.5,43,34.1,2014,0.750
Hampton,46.4,45.1,20.2,22.1,32.9,35.1,50.9,53.6,2014,0.567
Hartford,54.2,51.3,21.7,20.4,24,32,38.9,41.3,2014,0.515
Hawaii,51.3,51,16.8,19.2,37.3,31.6,42.4,40.4,2014,0.621
High Point,52.2,53.7,18.3,18,30.3,33.3,32.4,35,2014,0.483
Hofstra,48.4,51.9,18.8,15.3,35.5,30.9,45.1,41.2,2014,0.303
Holy Cross,49,49.9,18.2,18.8,29.8,27.5,39.4,30.2,2014,0.588
Houston,51.2,50.1,18.9,16.4,31.6,34,38.2,34.6,2014,0.515
Houston Baptist,46.3,50.9,22.4,16.4,30.6,33.6,39.5,43.2,2014,0.138
Howard,42.1,49.9,24,21.3,31.8,36.3,49.3,54.4,2014,0.194
Idaho,50.3,51.5,16.9,15.1,30.7,30.8,44.8,41.2,2014,0.455
Idaho St.,49.4,53.9,18.9,19.2,35.4,31.8,45.4,35.3,2014,0.333
Illinois,46.5,48.1,16.5,18.7,31.2,29.3,31.2,32.2,2014,0.571
Illinois Chicago,46.1,53.1,19,16.6,30.4,28.1,39.2,49.9,2014,0.138
Illinois St.,46.9,48.8,18,20.2,26.9,30.5,40.7,42.3,2014,0.515
Incarnate Word,52.3,51,18.4,19.5,31.2,30,41.3,41.5,2014,0.600
Indiana,49.9,46.2,21.8,17.8,37.2,28,45.3,35.5,2014,0.531
Indiana St.,50.4,49,17.2,17.6,27,28,43.3,43.7,2014,0.656
Iona,57.4,50.6,14.8,16.7,26.1,35.6,38,29.4,2014,0.667
IPFW,55.3,52.1,18.7,17.8,32.1,27.5,41.7,32.2,2014,0.667
IUPUI,46.5,54.1,17.2,15.3,22.7,31.9,32.6,33.2,2014,0.103
Jackson St.,45.2,49.4,21.9,21.2,33.4,30.3,40.3,55.8,2014,0.355
Jacksonville,48.9,55.7,19.4,18.9,32.7,35.2,42.2,38.9,2014,0.357
Jacksonville St.,46.4,53.7,17.5,19.3,31.1,34.7,41.4,47.6,2014,0.276
James Madison,45.7,49.1,18.8,18.4,29.7,31.8,47.4,44.4,2014,0.355
Kennesaw St.,47.2,51.2,23.8,18.1,31,34.8,38.3,47.3,2014,0.138
